,stationID,startTime,endTime,inNums,outNums
38,0,2019-01-29 06:20:00,2019-01-29 06:30:00,16,1
39,0,2019-01-29 06:30:00,2019-01-29 06:40:00,27,1
40,0,2019-01-29 06:40:00,2019-01-29 06:50:00,45,2
41,0,2019-01-29 06:50:00,2019-01-29 07:00:00,73,3
42,0,2019-01-29 07:00:00,2019-01-29 07:10:00,113,6
43,0,2019-01-29 07:10:00,2019-01-29 07:20:00,169,9
44,0,2019-01-29 07:20:00,2019-01-29 07:30:00,242,13
45,0,2019-01-29 07:30:00,2019-01-29 07:40:00,331,20
46,0,2019-01-29 07:40:00,2019-01-29 07:50:00,431,28
47,0,2019-01-29 07:50:00,2019-01-29 08:00:00,536,39
48,0,2019-01-29 08:00:00,2019-01-29 08:10:00,633,53
49,0,2019-01-29 08:10:00,2019-01-29 08:20:00,713,70
50,0,2019-01-29 08:20:00,2019-01-29 08:30:00,765,89
51,0,2019-01-29 08:30:00,2019-01-29 08:40:00,783,109
52,0,2019-01-29 08:40:00,2019-01-29 08:50:00,769,130
53,0,2019-01-29 08:50:00,2019-01-29 09:00:00,726,149
54,0,2019-01-29 09:00:00,2019-01-29 09:10:00,662,165
55,0,2019-01-29 09:10:00,2019-01-29 09:20:00,586,178
56,0,2019-01-29 09:20:00,2019-01-29 09:30:00,506,186
57,0,2019-01-29 09:30:00,2019-01-29 09:40:00,429,189
58,0,2019-01-29 09:40:00,2019-01-29 09:50:00,359,187
59,0,2019-01-29 09:50:00,2019-01-29 10:00:00,298,181
60,0,2019-01-29 10:00:00,2019-01-29 10:10:00,246,171
61,0,2019-01-29 10:10:00,2019-01-29 10:20:00,205,160
62,0,2019-01-29 10:20:00,2019-01-29 10:30:00,172,148
63,0,2019-01-29 10:30:00,2019-01-29 10:40:00,146,135
64,0,2019-01-29 10:40:00,2019-01-29 10:50:00,126,122
65,0,2019-01-29 10:50:00,2019-01-29 11:00:00,111,111
66,0,2019-01-29 11:00:00,2019-01-29 11:10:00,100,101
67,0,2019-01-29 11:10:00,2019-01-29 11:20:00,92,92
68,0,2019-01-29 11:20:00,2019-01-29 11:30:00,87,84
69,0,2019-01-29 11:30:00,2019-01-29 11:40:00,84,78
70,0,2019-01-29 11:40:00,2019-01-29 11:50:00,84,74
71,0,2019-01-29 11:50:00,2019-01-29 12:00:00,85,70
72,0,2019-01-29 12:00:00,2019-01-29 12:10:00,89,68
73,0,2019-01-29 12:10:00,2019-01-29 12:20:00,94,67
74,0,2019-01-29 12:20:00,2019-01-29 12:30:00,101,67
75,0,2019-01-29 12:30:00,2019-01-29 12:40:00,110,68
76,0,2019-01-29 12:40:00,2019-01-29 12:50:00,120,70
77,0,2019-01-29 12:50:00,2019-01-29 13:00:00,133,74
78,0,2019-01-29 13:00:00,2019-01-29 13:10:00,147,78
79,0,2019-01-29 13:10:00,2019-01-29 13:20:00,161,84
80,0,2019-01-29 13:20:00,2019-01-29 13:30:00,176,91
81,0,2019-01-29 13:30:00,2019-01-29 13:40:00,190,99
82,0,2019-01-29 13:40:00,2019-01-29 13:50:00,204,108
83,0,2019-01-29 13:50:00,2019-01-29 14:00:00,214,119
84,0,2019-01-29 14:00:00,2019-01-29 14:10:00,222,130
85,0,2019-01-29 14:10:00,2019-01-29 14:20:00,226,142
86,0,2019-01-29 14:20:00,2019-01-29 14:30:00,226,155
87,0,2019-01-29 14:30:00,2019-01-29 14:40:00,222,167
88,0,2019-01-29 14:40:00,2019-01-29 14:50:00,215,178
89,0,2019-01-29 14:50:00,2019-01-29 15:00:00,204,189
90,0,2019-01-29 15:00:00,2019-01-29 15:10:00,191,197
91,0,2019-01-29 15:10:00,2019-01-29 15:20:00,178,204
92,0,2019-01-29 15:20:00,2019-01-29 15:30:00,163,208
93,0,2019-01-29 15:30:00,2019-01-29 15:40:00,149,209
94,0,2019-01-29 15:40:00,2019-01-29 15:50:00,136,208
95,0,2019-01-29 15:50:00,2019-01-29 16:00:00,124,205
96,0,2019-01-29 16:00:00,2019-01-29 16:10:00,114,199
97,0,2019-01-29 16:10:00,2019-01-29 16:20:00,105,192
98,0,2019-01-29 16:20:00,2019-01-29 16:30:00,98,184
99,0,2019-01-29 16:30:00,2019-01-29 16:40:00,92,176
100,0,2019-01-29 16:40:00,2019-01-29 16:50:00,88,167
101,0,2019-01-29 16:50:00,2019-01-29 17:00:00,86,159
102,0,2019-01-29 17:00:00,2019-01-29 17:10:00,84,152
103,0,2019-01-29 17:10:00,2019-01-29 17:20:00,84,145
104,0,2019-01-29 17:20:00,2019-01-29 17:30:00,86,139
105,0,2019-01-29 17:30:00,2019-01-29 17:40:00,89,135
106,0,2019-01-29 17:40:00,2019-01-29 17:50:00,93,132
107,0,2019-01-29 17:50:00,2019-01-29 18:00:00,98,130
108,0,2019-01-29 18:00:00,2019-01-29 18:10:00,105,130
109,0,2019-01-29 18:10:00,2019-01-29 18:20:00,112,131
110,0,2019-01-29 18:20:00,2019-01-29 18:30:00,120,133
111,0,2019-01-29 18:30:00,2019-01-29 18:40:00,129,137
112,0,2019-01-29 18:40:00,2019-01-29 18:50:00,137,142
113,0,2019-01-29 18:50:00,2019-01-29 19:00:00,144,149
114,0,2019-01-29 19:00:00,2019-01-29 19:10:00,149,157
115,0,2019-01-29 19:10:00,2019-01-29 19:20:00,152,167
116,0,2019-01-29 19:20:00,2019-01-29 19:30:00,152,177
117,0,2019-01-29 19:30:00,2019-01-29 19:40:00,148,187
118,0,2019-01-29 19:40:00,2019-01-29 19:50:00,140,198
119,0,2019-01-29 19:50:00,2019-01-29 20:00:00,129,207
120,0,2019-01-29 20:00:00,2019-01-29 20:10:00,115,215
121,0,2019-01-29 20:10:00,2019-01-29 20:20:00,99,221
122,0,2019-01-29 20:20:00,2019-01-29 20:30:00,83,222
123,0,2019-01-29 20:30:00,2019-01-29 20:40:00,67,220
124,0,2019-01-29 20:40:00,2019-01-29 20:50:00,52,213
125,0,2019-01-29 20:50:00,2019-01-29 21:00:00,40,202
126,0,2019-01-29 21:00:00,2019-01-29 21:10:00,29,186
127,0,2019-01-29 21:10:00,2019-01-29 21:20:00,21,166
128,0,2019-01-29 21:20:00,2019-01-29 21:30:00,15,145
129,0,2019-01-29 21:30:00,2019-01-29 21:40:00,10,122
130,0,2019-01-29 21:40:00,2019-01-29 21:50:00,7,100
131,0,2019-01-29 21:50:00,2019-01-29 22:00:00,4,80
132,0,2019-01-29 22:00:00,2019-01-29 22:10:00,3,61
133,0,2019-01-29 22:10:00,2019-01-29 22:20:00,2,46
134,0,2019-01-29 22:20:00,2019-01-29 22:30:00,1,33
135,0,2019-01-29 22:30:00,2019-01-29 22:40:00,0,24
136,0,2019-01-29 22:40:00,2019-01-29 22:50:00,0,16
137,0,2019-01-29 22:50:00,2019-01-29 23:00:00,0,11
138,0,2019-01-29 23:00:00,2019-01-29 23:10:00,0,7
139,0,2019-01-29 23:10:00,2019-01-29 23:20:00,0,5
140,0,2019-01-29 23:20:00,2019-01-29 23:30:00,0,3
141,0,2019-01-29 23:30:00,2019-01-29 23:40:00,0,2
142,0,2019-01-29 23:40:00,2019-01-29 23:50:00,0,1
143,0,2019-01-29 23:50:00,2019-01-30 00:00:00,0,0
144,1,2019-01-29 00:00:00,2019-01-29 00:10:00,0,0
145,1,2019-01-29 00:10:00,2019-01-29 00:20:00,0,0
146,1,2019-01-29 00:20:00,2019-01-29 00:30:00,0,0
147,1,2019-01-29 00:30:00,2019-01-29 00:40:00,0,0
148,1,2019-01-29 00:40:00,2019-01-29 00:50:00,0,0
149,1,2019-01-29 00:50:00,2019-01-29 01:00:00,0,0
150,1,2019-01-29 01:00:00,2019-01-29 01:10:00,0,0
151,1,2019-01-29 01:10:00,2019-01-29 01:20:00,0,0
152,1,2019-01-29 01:20:00,2019-01-29 01:30:00,0,0
153,1,2019-01-29 01:30:00,2019-01-29 01:40:00,0,0
154,1,2019-01-29 01:40:00,2019-01-29 01:50:00,0,0
155,1,2019-01-29 01:50:00,2019-01-29 02:00:00,0,0
156,1,2019-01-29 02:00:00,2019-01-29 02:10:00,0,0
157,1,2019-01-29 02:10:00,2019-01-29 02:20:00,0,0
158,1,2019-01-29 02:20:00,2019-01-29 02:30:00,0,0
159,1,2019-01-29 02:30:00,2019-01-29 02:40:00,0,0
160,1,2019-01-29 02:40:00,2019-01-29 02:50:00,0,0
161,1,2019-01-29 02:50:00,2019-01-29 03:00:00,0,0
162,1,2019-01-29 03:00:00,2019-01-29 03:10:00,0,0
163,1,2019-01-29 03:10:00,2019-01-29 03:20:00,0,0
164,1,2019-01-29 03:20:00,2019-01-29 03:30:00,0,0
165,1,2019-01-29 03:30:00,2019-01-29 03:40:00,0,0
166,1,2019-01-29 03:40:00,2019-01-29 03:50:00,0,0
167,1,2019-01-29 03:50:00,2019-01-29 04:00:00,0,0
168,1,2019-01-29 04:00:00,2019-01-29 04:10:00,0,0
169,1,2019-01-29 04:10:00,2019-01-29 04:20:00,0,0
170,1,2019-01-29 04:20:00,2019-01-29 04:30:00,0,0
171,1,2019-01-29 04:30:00,2019-01-29 04:40:00,0,0
172,1,2019-01-29 04:40:00,2019-01-29 04:50:00,0,0
173,1,2019-01-29 04:50:00,2019-01-29 05:00:00,0,0
174,1,2019-01-29 05:00:00,2019-01-29 05:10:00,0,0
175,1,2019-01-29 05:10:00,2019-01-29 05:20:00,0,0
176,1,2019-01-29 05:20:00,2019-01-29 05:30:00,0,0
177,1,2019-01-29 05:30:00,2019-01-29 05:40:00,0,0
178,1,2019-01-29 05:40:00,2019-01-29 05:50:00,0,0
179,1,2019-01-29 05:50:00,2019-01-29 06:00:00,1,0
180,1,2019-01-29 06:00:00,2019-01-29 06:10:00,2,0
181,1,2019-01-29 06:10:00,2019-01-29 06:20:00,4,0
182,1,2019-01-29 06:20:00,2019-01-29 06:30:00,8,0
183,1,2019-01-29 06:30:00,2019-01-29 06:40:00,13,0
184,1,2019-01-29 06:40:00,2019-01-29 06:50:00,23,1
185,1,2019-01-29 06:50:00,2019-01-29 07:00:00,37,1
186,1,2019-01-29 07:00:00,2019-01-29 07:10:00,58,2
187,1,2019-01-29 07:10:00,2019-01-29 07:20:00,88,4
188,1,2019-01-29 07:20:00,2019-01-29 07:30:00,128,6
189,1,2019-01-29 07:30:00,2019-01-29 07:40:00,178,8
190,1,2019-01-29 07:40:00,2019-01-29 07:50:00,235,12
191,1,2019-01-29 07:50:00,2019-01-29 08:00:00,297,17
192,1,2019-01-29 08:00:00,2019-01-29 08:10:00,357,22
193,1,2019-01-29 08:10:00,2019-01-29 08:20:00,407,29
194,1,2019-01-29 08:20:00,2019-01-29 08:30:00,443,37
195,1,2019-01-29 08:30:00,2019-01-29 08:40:00,459,46
196,1,2019-01-29 08:40:00,2019-01-29 08:50:00,454,54
197,1,2019-01-29 08:50:00,2019-01-29 09:00:00,432,63
198,1,2019-01-29 09:00:00,2019-01-29 09:10:00,395,70
199,1,2019-01-29 09:10:00,2019-01-29 09:20:00,350,75
200,1,2019-01-29 09:20:00,2019-01-29 09:30:00,302,78
201,1,2019-01-29 09:30:00,2019-01-29 09:40:00,255,79
202,1,2019-01-29 09:40:00,2019-01-29 09:50:00,211,78
203,1,2019-01-29 09:50:00,2019-01-29 10:00:00,174,75
204,1,2019-01-29 10:00:00,2019-01-29 10:10:00,142,71
205,1,2019-01-29 10:10:00,2019-01-29 10:20:00,116,65
206,1,2019-01-29 10:20:00,2019-01-29 10:30:00,96,59
207,1,2019-01-29 10:30:00,2019-01-29 10:40:00,80,54
208,1,2019-01-29 10:40:00,2019-01-29 10:50:00,68,48
209,1,2019-01-29 10:50:00,2019-01-29 11:00:00,58,43
210,1,2019-01-29 11:00:00,2019-01-29 11:10:00,51,38
211,1,2019-01-29 11:10:00,2019-01-29 11:20:00,47,34
212,1,2019-01-29 11:20:00,2019-01-29 11:30:00,43,31
213,1,2019-01-29 11:30:00,2019-01-29 11:40:00,41,28
214,1,2019-01-29 11:40:00,2019-01-29 11:50:00,40,26
215,1,2019-01-29 11:50:00,2019-01-29 12:00:00,40,24
216,1,2019-01-29 12:00:00,2019-01-29 12:10:00,41,23
217,1,2019-01-29 12:10:00,2019-01-29 12:20:00,43,23
218,1,2019-01-29 12:20:00,2019-01-29 12:30:00,46,22
219,1,2019-01-29 12:30:00,2019-01-29 12:40:00,49,22
220,1,2019-01-29 12:40:00,2019-01-29 12:50:00,54,23
221,1,2019-01-29 12:50:00,2019-01-29 13:00:00,59,24
222,1,2019-01-29 13:00:00,2019-01-29 13:10:00,65,25
223,1,2019-01-29 13:10:00,2019-01-29 13:20:00,71,27
224,1,2019-01-29 13:20:00,2019-01-29 13:30:00,78,30
225,1,2019-01-29 13:30:00,2019-01-29 13:40:00,84,33
226,1,2019-01-29 13:40:00,2019-01-29 13:50:00,90,36
227,1,2019-01-29 13:50:00,2019-01-29 14:00:00,95,40
228,1,2019-01-29 14:00:00,2019-01-29 14:10:00,99,45
229,1,2019-01-29 14:10:00,2019-01-29 14:20:00,101,50
230,1,2019-01-29 14:20:00,2019-01-29 14:30:00,102,55
231,1,2019-01-29 14:30:00,2019-01-29 14:40:00,100,60
232,1,2019-01-29 14:40:00,2019-01-29 14:50:00,97,66
233,1,2019-01-29 14:50:00,2019-01-29 15:00:00,93,71
234,1,2019-01-29 15:00:00,2019-01-29 15:10:00,87,76
235,1,2019-01-29 15:10:00,2019-01-29 15:20:00,81,80
236,1,2019-01-29 15:20:00,2019-01-29 15:30:00,75,84
237,1,2019-01-29 15:30:00,2019-01-29 15:40:00,68,87
238,1,2019-01-29 15:40:00,2019-01-29 15:50:00,62,88
239,1,2019-01-29 15:50:00,2019-01-29 16:00:00,57,89
240,1,2019-01-29 16:00:00,2019-01-29 16:10:00,52,89
241,1,2019-01-29 16:10:00,2019-01-29 16:20:00,48,89
242,1,2019-01-29 16:20:00,2019-01-29 16:30:00,44,88
243,1,2019-01-29 16:30:00,2019-01-29 16:40:00,42,86
244,1,2019-01-29 16:40:00,2019-01-29 16:50:00,40,85
245,1,2019-01-29 16:50:00,2019-01-29 17:00:00,38,83
246,1,2019-01-29 17:00:00,2019-01-29 17:10:00,38,82
247,1,2019-01-29 17:10:00,2019-01-29 17:20:00,38,82
248,1,2019-01-29 17:20:00,2019-01-29 17:30:00,39,82
249,1,2019-01-29 17:30:00,2019-01-29 17:40:00,40,82
250,1,2019-01-29 17:40:00,2019-01-29 17:50:00,42,84
251,1,2019-01-29 17:50:00,2019-01-29 18:00:00,45,87
252,1,2019-01-29 18:00:00,2019-01-29 18:10:00,49,91
253,1,2019-01-29 18:10:00,2019-01-29 18:20:00,53,96
254,1,2019-01-29 18:20:00,2019-01-29 18:30:00,58,103
255,1,2019-01-29 18:30:00,2019-01-29 18:40:00,63,112
256,1,2019-01-29 18:40:00,2019-01-29 18:50:00,69,122
257,1,2019-01-29 18:50:00,2019-01-29 19:00:00,74,135
258,1,2019-01-29 19:00:00,2019-01-29 19:10:00,79,150
259,1,2019-01-29 19:10:00,2019-01-29 19:20:00,83,167
260,1,2019-01-29 19:20:00,2019-01-29 19:30:00,85,186
261,1,2019-01-29 19:30:00,2019-01-29 19:40:00,86,206
262,1,2019-01-29 19:40:00,2019-01-29 19:50:00,84,228
263,1,2019-01-29 19:50:00,2019-01-29 20:00:00,81,248
264,1,2019-01-29 20:00:00,2019-01-29 20:10:00,75,268
265,1,2019-01-29 20:10:00,2019-01-29 20:20:00,67,283
266,1,2019-01-29 20:20:00,2019-01-29 20:30:00,58,294
267,1,2019-01-29 20:30:00,2019-01-29 20:40:00,49,297
268,1,2019-01-29 20:40:00,2019-01-29 20:50:00,40,292
269,1,2019-01-29 20:50:00,2019-01-29 21:00:00,31,279
270,1,2019-01-29 21:00:00,2019-01-29 21:10:00,24,259
271,1,2019-01-29 21:10:00,2019-01-29 21:20:00,18,231
272,1,2019-01-29 21:20:00,2019-01-29 21:30:00,13,200
273,1,2019-01-29 21:30:00,2019-01-29 21:40:00,9,167
274,1,2019-01-29 21:40:00,2019-01-29 21:50:00,6,134
275,1,2019-01-29 21:50:00,2019-01-29 22:00:00,4,104
276,1,2019-01-29 22:00:00,2019-01-29 22:10:00,3,78
277,1,2019-01-29 22:10:00,2019-01-29 22:20:00,2,57
278,1,2019-01-29 22:20:00,2019-01-29 22:30:00,1,40
279,1,2019-01-29 22:30:00,2019-01-29 22:40:00,1,27
280,1,2019-01-29 22:40:00,2019-01-29 22:50:00,0,18
281,1,2019-01-29 22:50:00,2019-01-29 23:00:00,0,12
282,1,2019-01-29 23:00:00,2019-01-29 23:10:00,0,7
283,1,2019-01-29 23:10:00,2019-01-29 23:20:00,0,4
284,1,2019-01-29 23:20:00,2019-01-29 23:30:00,0,3
285,1,2019-01-29 23:30:00,2019-01-29 23:40:00,0,1
286,1,2019-01-29 23:40:00,2019-01-29 23:50:00,0,1
287,1,2019-01-29 23:50:00,2019-01-30 00:00:00,0,0
288,2,2019-01-29 00:00:00,2019-01-29 00:10:00,0,0
289,2,2019-01-29 00:10:00,2019-01-29 00:20:00,0,0
290,2,2019-01-29 00:20:00,2019-01-29 00:30:00,0,0
291,2,2019-01-29 00:30:00,2019-01-29 00:40:00,0,0
292,2,2019-01-29 00:40:00,2019-01-29 00:50:00,0,0
293,2,2019-01-29 00:50:00,2019-01-29 01:00:00,0,0
294,2,2019-01-29 01:00:00,2019-01-29 01:10:00,0,0
295,2,2019-01-29 01:10:00,2019-01-29 01:20:00,0,0
296,2,2019-01-29 01:20:00,2019-01-29 01:30:00,0,0
297,2,2019-01-29 01:30:00,2019-01-29 01:40:00,0,0
298,2,2019-01-29 01:40:00,2019-01-29 01:50:00,0,0
299,2,2019-01-29 01:50:00,2019-01-29 02:00:00,0,0
300,2,2019-01-29 02:00:00,2019-01-29 02:10:00,0,0
301,2,2019-01-29 02:10:00,2019-01-29 02:20:00,0,0
302,2,2019-01-29 02:20:00,2019-01-29 02:30:00,0,0
303,2,2019-01-29 02:30:00,2019-01-29 02:40:00,0,0
304,2,2019-01-29 02:40:00,2019-01-29 02:50:00,0,0
305,2,2019-01-29 02:50:00,2019-01-29 03:00:00,0,0
306,2,2019-01-29 03:00:00,2019-01-29 03:10:00,0,0
307,2,2019-01-29 03:10:00,2019-01-29 03:20:00,0,0
308,2,2019-01-29 03:20:00,2019-01-29 03:30:00,0,0
309,2,2019-01-29 03:30:00,2019-01-29 03:40:00,0,0
310,2,2019-01-29 03:40:00,2019-01-29 03:50:00,0,0
311,2,2019-01-29 03:50:00,2019-01-29 04:00:00,0,0
312,2,2019-01-29 04:00:00,2019-01-29 04:10:00,0,0
313,2,2019-01-29 04:10:00,2019-01-29 04:20:00,0,0
314,2,2019-01-29 04:20:00,2019-01-29 04:30:00,0,0
315,2,2019-01-29 04:30:00,2019-01-29 04:40:00,0,0
316,2,2019-01-29 04:40:00,2019-01-29 04:50:00,0,0
317,2,2019-01-29 04:50:00,2019-01-29 05:00:00,0,0
318,2,2019-01-29 05:00:00,2019-01-29 05:10:00,0,0
319,2,2019-01-29 05:10:00,2019-01-29 05:20:00,0,0
320,2,2019-01-29 05:20:00,2019-01-29 05:30:00,0,0
321,2,2019-01-29 05:30:00,2019-01-29 05:40:00,1,0
322,2,2019-01-29 05:40:00,2019-01-29 05:50:00,1,0
323,2,2019-01-29 05:50:00,2019-01-29 06:00:00,3,0
324,2,2019-01-29 06:00:00,2019-01-29 06:10:00,5,0
325,2,2019-01-29 06:10:00,2019-01-29 06:20:00,9,0
326,2,2019-01-29 06:20:00,2019-01-29 06:30:00,15,1
327,2,2019-01-29 06:30:00,2019-01-29 06:40:00,25,2
328,2,2019-01-29 06:40:00,2019-01-29 06:50:00,41,3
329,2,2019-01-29 06:50:00,2019-01-29 07:00:00,64,6
330,2,2019-01-29 07:00:00,2019-01-29 07:10:00,97,10
331,2,2019-01-29 07:10:00,2019-01-29 07:20:00,141,18
332,2,2019-01-29 07:20:00,2019-01-29 07:30:00,196,30
333,2,2019-01-29 07:30:00,2019-01-29 07:40:00,260,47
334,2,2019-01-29 07:40:00,2019-01-29 07:50:00,331,73
335,2,2019-01-29 07:50:00,2019-01-29 08:00:00,403,110
336,2,2019-01-29 08:00:00,2019-01-29 08:10:00,468,157
337,2,2019-01-29 08:10:00,2019-01-29 08:20:00,521,217
338,2,2019-01-29 08:20:00,2019-01-29 08:30:00,555,285
339,2,2019-01-29 08:30:00,2019-01-29 08:40:00,568,358
340,2,2019-01-29 08:40:00,2019-01-29 08:50:00,561,429
341,2,2019-01-29 08:50:00,2019-01-29 09:00:00,534,490
342,2,2019-01-29 09:00:00,2019-01-29 09:10:00,494,534
343,2,2019-01-29 09:10:00,2019-01-29 09:20:00,446,556
344,2,2019-01-29 09:20:00,2019-01-29 09:30:00,394,554
345,2,2019-01-29 09:30:00,2019-01-29 09:40:00,342,531
346,2,2019-01-29 09:40:00,2019-01-29 09:50:00,294,491
347,2,2019-01-29 09:50:00,2019-01-29 10:00:00,251,440
348,2,2019-01-29 10:00:00,2019-01-29 10:10:00,214,383
349,2,2019-01-29 10:10:00,2019-01-29 10:20:00,182,327
350,2,2019-01-29 10:20:00,2019-01-29 10:30:00,157,274
351,2,2019-01-29 10:30:00,2019-01-29 10:40:00,136,228
352,2,2019-01-29 10:40:00,2019-01-29 10:50:00,120,188
353,2,2019-01-29 10:50:00,2019-01-29 11:00:00,107,156
354,2,2019-01-29 11:00:00,2019-01-29 11:10:00,98,129
355,2,2019-01-29 11:10:00,2019-01-29 11:20:00,91,109
356,2,2019-01-29 11:20:00,2019-01-29 11:30:00,86,92
357,2,2019-01-29 11:30:00,2019-01-29 11:40:00,83,80
358,2,2019-01-29 11:40:00,2019-01-29 11:50:00,82,71
359,2,2019-01-29 11:50:00,2019-01-29 12:00:00,83,65
360,2,2019-01-29 12:00:00,2019-01-29 12:10:00,85,61
361,2,2019-01-29 12:10:00,2019-01-29 12:20:00,88,58
362,2,2019-01-29 12:20:00,2019-01-29 12:30:00,93,57
363,2,2019-01-29 12:30:00,2019-01-29 12:40:00,99,58
364,2,2019-01-29 12:40:00,2019-01-29 12:50:00,106,60
365,2,2019-01-29 12:50:00,2019-01-29 13:00:00,114,64
366,2,2019-01-29 13:00:00,2019-01-29 13:10:00,123,69
367,2,2019-01-29 13:10:00,2019-01-29 13:20:00,133,76
368,2,2019-01-29 13:20:00,2019-01-29 13:30:00,144,85
369,2,2019-01-29 13:30:00,2019-01-29 13:40:00,154,96
370,2,2019-01-29 13:40:00,2019-01-29 13:50:00,163,109
371,2,2019-01-29 13:50:00,2019-01-29 14:00:00,172,125
372,2,2019-01-29 14:00:00,2019-01-29 14:10:00,179,142
373,2,2019-01-29 14:10:00,2019-01-29 14:20:00,184,160
374,2,2019-01-29 14:20:00,2019-01-29 14:30:00,187,179
375,2,2019-01-29 14:30:00,2019-01-29 14:40:00,188,199
376,2,2019-01-29 14:40:00,2019-01-29 14:50:00,186,217
377,2,2019-01-29 14:50:00,2019-01-29 15:00:00,183,233
378,2,2019-01-29 15:00:00,2019-01-29 15:10:00,178,246
379,2,2019-01-29 15:10:00,2019-01-29 15:20:00,173,255
380,2,2019-01-29 15:20:00,2019-01-29 15:30:00,166,260
381,2,2019-01-29 15:30:00,2019-01-29 15:40:00,159,260
382,2,2019-01-29 15:40:00,2019-01-29 15:50:00,153,256
383,2,2019-01-29 15:50:00,2019-01-29 16:00:00,147,248
384,2,2019-01-29 16:00:00,2019-01-29 16:10:00,141,238
385,2,2019-01-29 16:10:00,2019-01-29 16:20:00,137,225
386,2,2019-01-29 16:20:00,2019-01-29 16:30:00,134,213
387,2,2019-01-29 16:30:00,2019-01-29 16:40:00,133,200
388,2,2019-01-29 16:40:00,2019-01-29 16:50:00,132,188
389,2,2019-01-29 16:50:00,2019-01-29 17:00:00,134,177
390,2,2019-01-29 17:00:00,2019-01-29 17:10:00,137,168
391,2,2019-01-29 17:10:00,2019-01-29 17:20:00,143,161
392,2,2019-01-29 17:20:00,2019-01-29 17:30:00,150,156
393,2,2019-01-29 17:30:00,2019-01-29 17:40:00,160,153
394,2,2019-01-29 17:40:00,2019-01-29 17:50:00,172,153
395,2,2019-01-29 17:50:00,2019-01-29 18:00:00,187,156
396,2,2019-01-29 18:00:00,2019-01-29 18:10:00,205,162
397,2,2019-01-29 18:10:00,2019-01-29 18:20:00,226,171
398,2,2019-01-29 18:20:00,2019-01-29 18:30:00,249,184
399,2,2019-01-29 18:30:00,2019-01-29 18:40:00,274,201
400,2,2019-01-29 18:40:00,2019-01-29 18:50:00,300,222
401,2,2019-01-29 18:50:00,2019-01-29 19:00:00,326,249
402,2,2019-01-29 19:00:00,2019-01-29 19:10:00,351,282
403,2,2019-01-29 19:10:00,2019-01-29 19:20:00,372,320
404,2,2019-01-29 19:20:00,2019-01-29 19:30:00,388,363
405,2,2019-01-29 19:30:00,2019-01-29 19:40:00,396,411
406,2,2019-01-29 19:40:00,2019-01-29 19:50:00,395,462
407,2,2019-01-29 19:50:00,2019-01-29 20:00:00,385,513
408,2,2019-01-29 20:00:00,2019-01-29 20:10:00,364,559
409,2,2019-01-29 20:10:00,2019-01-29 20:20:00,335,597
